Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Month,DayOfWeek,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Rented Bike Count
20,20.0,82,0.4,2000,16.8,0.0,0.0,0.0,1,1,9,4,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,1551
20,15.9,81,2.8,250,12.6,0.0,0.0,0.0,1,1,10,0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,False,False,False,1659
5,6.1,75,1.0,1053,1.9,0.0,0.0,0.0,1,0,11,5,1,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,True,False,False,False,0
7,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,1,1,7,6,1,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,False,False,True,False,410
1,24.5,68,0.5,2000,18.1,0.0,0.0,0.0,1,1,9,0,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,True,False,False,False,524
12,24.3,14,3.3,1701,-4.9,3.19,0.0,0.0,1,1,4,5,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,False,True,False,False,1130
20,28.4,69,1.5,2000,22.1,0.01,0.0,0.0,0,1,8,2,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1500
7,3.2,74,0.9,2000,-0.9,0.0,0.0,0.0,1,1,10,2,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1060
23,12.4,74,1.5,356,7.8,0.0,0.0,0.0,1,1,3,1,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,False,True,False,False,527
10,6.9,39,0.5,1977,-6.1,0.36,0.0,0.0,1,1,11,2,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,611
19,10.4,98,2.0,391,10.0,0.0,0.0,0.0,1,1,3,3,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,False,True,False,False,606
10,11.8,96,1.3,221,11.1,0.12,2.5,0.0,1,1,5,5,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,6
18,19.1,77,2.5,2000,14.9,0.08,0.0,0.0,1,1,9,3,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,True,False,False,False,1786
2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,1,1,2,4,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,102
9,3.8,58,2.0,1785,-3.7,0.49,0.0,0.0,1,1,3,2,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,False,True,False,False,566
22,6.8,58,2.2,1936,-0.9,0.0,0.0,0.0,1,1,10,2,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,True,False,False,False,1088
11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,1,1,1,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,False,False,False,True,220
4,1.1,96,2.5,241,0.5,0.0,0.0,3.9,1,1,2,4,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,False,True,36
2,1.8,81,2.9,325,-1.1,0.0,0.0,0.0,1,1,4,5,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,123
6,17.5,76,1.2,1161,13.2,0.05,0.0,0.0,1,1,6,4,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,False,False,True,False,672
14,27.4,50,3.5,615,16.0,3.01,0.0,0.0,0,1,6,2,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,False,False,True,False,1603
3,17.1,56,0.4,1583,8.2,0.0,0.0,0.0,1,1,5,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,False,True,False,False,185
22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,1,1,1,3,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,False,False,False,True,306
23,5.8,34,2.6,763,-8.8,0.0,0.0,0.0,1,1,11,1,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,True,False,False,False,593
22,2.9,69,1.2,1179,-2.2,0.0,0.0,0.0,1,1,3,4,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,False,True,False,False,521
17,11.9,97,0.7,269,11.4,0.0,0.0,0.0,1,1,11,3,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,True,False,False,False,30
3,18.0,61,1.8,2000,10.3,0.0,0.0,0.0,1,1,10,4,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,True,False,False,False,329
7,16.0,70,1.1,2000,10.5,0.11,0.0,0.0,1,1,9,5,1,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,True,False,False,False,511
8,10.3,86,2.5,2000,8.0,0.15,0.0,0.0,1,1,4,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,False,True,False,False,1284
12,24.1,80,0.8,2000,20.4,0.72,0.0,0.0,1,1,7,1,0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1035
13,25.6,40,2.5,1704,10.9,2.18,0.0,0.0,1,0,9,1,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,True,False,False,False,0
18,-3.8,42,3.3,2000,-14.8,0.0,0.0,2.0,1,1,12,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,False,False,False,True,384
15,37.2,38,2.5,1832,20.5,2.68,0.0,0.0,1,1,8,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,False,False,True,False,700
10,1.8,73,2.8,270,-2.5,0.69,0.0,0.0,1,1,2,5,1,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,223
16,11.8,66,3.0,687,5.6,0.44,0.0,0.0,1,1,11,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,True,False,False,False,1126
14,12.8,47,1.2,648,1.7,1.59,0.0,0.0,1,1,11,0,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,True,False,False,False,796
3,-6.9,56,0.5,1111,-14.2,0.0,0.0,0.0,1,1,12,4,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,False,False,False,True,110
15,17.0,28,3.5,1804,-1.6,2.9,0.0,0.0,1,0,4,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,False,True,False,False,0
1,12.1,54,1.3,1820,3.0,0.0,0.0,0.0,1,1,5,5,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,False,True,False,False,716
22,20.8,65,0.9,2000,13.9,0.0,0.0,0.0,1,1,9,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,True,False,False,False,1865
3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,1,1,1,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,False,False,False,True,27
10,-0.4,57,1.6,1309,-7.8,0.8,0.0,0.0,1,1,12,5,1,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,False,False,False,True,334
8,21.7,78,0.3,2000,17.6,0.21,0.0,0.0,1,1,9,5,1,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,True,False,False,False,829
23,26.9,79,0.1,1541,22.9,0.0,0.0,0.0,1,1,7,2,0,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1298
7,23.7,76,1.9,1281,19.2,0.08,0.0,0.0,1,1,8,5,1,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,False,False,True,False,490
0,11.7,77,1.3,588,7.7,0.0,0.0,0.0,1,1,3,5,1,0.0,1.0,1.0,6.123233995736766e-17,False,True,False,False,537
18,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,1,1,1,6,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,False,False,False,True,157
15,18.6,31,1.4,1575,1.1,1.63,0.0,0.0,1,1,11,4,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,True,False,False,False,1251
10,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,0,1,3,3,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,True,False,False,191
0,32.1,67,1.1,1077,25.1,0.0,0.0,0.0,1,1,8,4,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,False,False,True,False,763
1,-3.9,51,0.2,1535,-12.5,0.0,0.0,0.0,1,1,1,6,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,False,False,False,True,162
12,11.4,95,2.5,792,10.6,0.44,5.5,0.0,1,1,11,3,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,17
5,11.4,60,0.4,851,3.8,0.0,0.0,0.0,1,1,4,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,False,True,False,False,168
22,29.4,55,1.4,2000,19.4,0.0,0.0,0.0,1,1,7,5,1,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1588
12,10.7,85,0.9,393,8.2,0.52,0.0,0.0,1,1,3,6,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,True,False,False,358
11,18.5,27,1.3,1610,-0.8,2.59,0.0,0.0,1,1,4,1,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,False,True,False,False,839
22,10.6,81,1.2,281,7.4,0.0,0.0,0.0,1,1,11,5,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,True,False,False,False,885
7,27.9,71,0.4,2000,22.1,0.13,0.0,0.0,1,1,8,1,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1097
0,-1.0,73,2.3,881,-5.2,0.0,0.0,2.6,1,1,12,1,0,0.0,1.0,-2.4492935982947064e-16,1.0,False,False,False,True,122
13,26.1,45,1.8,2000,13.2,3.33,0.0,0.0,1,1,7,6,1,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1442
9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,1,1,5,0,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,False,True,False,False,737
17,21.9,28,3.1,1023,2.5,1.6,0.0,0.0,1,1,4,6,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,False,True,False,False,2094
3,26.7,84,0.4,994,23.7,0.0,0.0,0.0,1,1,8,4,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,False,False,True,False,346
9,8.3,55,4.0,1853,-0.2,0.89,0.0,0.0,1,1,10,5,1,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,True,False,False,False,785
16,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,1,1,3,3,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,False,True,False,False,752
14,-0.1,15,4.0,2000,-23.7,2.39,0.0,0.0,0,1,2,5,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,False,False,False,True,258
12,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,1,1,3,4,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,True,False,False,939
10,-2.4,41,1.5,1905,-13.8,1.19,0.0,0.0,1,1,2,1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,200
18,21.2,32,3.8,1927,3.8,0.94,0.0,0.0,1,1,4,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,False,True,False,False,2807
20,14.8,68,2.0,1502,8.9,0.0,0.0,0.0,1,1,10,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,True,False,False,False,1568
21,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,0,1,3,3,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,False,True,False,False,212
12,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,1,0,9,6,1,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,True,False,False,False,0
16,19.1,52,0.9,1583,9.0,0.37,0.0,0.0,1,1,4,6,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,False,True,False,False,103
5,-0.7,41,0.9,1442,-12.3,0.0,0.0,0.0,1,1,2,6,1,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,False,False,False,True,37
15,32.0,53,2.1,1992,21.2,1.57,0.0,0.0,1,1,8,3,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,False,False,True,False,837
3,12.6,78,0.6,1907,8.8,0.0,0.0,0.0,0,1,10,2,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,True,False,False,False,497
16,2.7,27,2.2,1811,-14.4,0.64,0.0,0.0,1,1,1,5,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,False,False,False,True,352
12,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,0,1,10,2,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,1634
17,11.8,60,2.9,1457,4.2,0.6,0.0,0.0,1,1,4,6,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,False,True,False,False,42
1,17.7,92,0.9,1958,16.3,0.0,0.0,0.0,1,1,6,1,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,False,False,True,False,454
4,23.6,81,0.8,1943,20.1,0.0,0.0,0.0,1,1,8,2,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,214
21,23.5,94,4.6,227,22.4,0.0,1.5,0.0,1,1,6,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,False,False,True,False,275
8,3.5,71,0.8,958,-1.2,0.06,0.0,0.0,1,1,11,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,True,False,False,False,1751
12,9.0,33,3.1,1985,-6.4,2.59,0.0,0.0,1,1,3,1,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,True,False,False,522
14,11.0,41,1.1,763,-1.7,0.81,0.0,0.0,1,1,3,6,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,True,False,False,993
5,21.1,82,0.8,2000,17.8,0.0,0.0,0.0,1,1,9,5,1,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,True,False,False,False,169
2,1.9,71,1.5,584,-2.8,0.0,0.0,0.0,1,1,2,5,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,169
6,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,1,1,1,3,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,False,False,True,107
2,2.6,50,1.3,1962,-6.8,0.0,0.0,0.0,1,1,3,2,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,False,True,False,False,134
21,22.5,48,1.4,2000,10.9,0.0,0.0,0.0,1,1,9,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,True,False,False,False,2090
11,20.2,63,2.8,1195,12.9,1.25,0.0,0.0,1,0,9,6,1,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,True,False,False,False,0
10,25.1,73,0.9,358,19.9,0.66,0.0,0.0,1,1,6,5,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,False,False,True,False,933
10,17.9,56,3.3,1919,8.9,2.63,0.0,0.0,1,1,5,2,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,871
20,25.4,74,1.6,2000,20.4,0.0,0.0,0.0,1,1,8,4,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1995
1,27.3,60,0.8,2000,18.8,0.0,0.0,0.0,1,1,7,6,1,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,772
21,28.6,69,1.3,2000,22.3,0.0,0.0,0.0,0,1,8,2,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1507
4,17.4,65,0.8,1093,10.7,0.0,0.0,0.0,1,1,6,6,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,294
5,18.4,84,0.6,352,15.6,0.0,0.0,0.0,1,1,5,2,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,False,True,False,False,239
3,6.1,66,0.5,1347,0.2,0.0,0.0,0.0,1,1,11,2,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,True,False,False,False,210
6,-7.1,70,1.0,1977,-11.6,0.0,0.0,0.0,1,1,2,1,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,False,False,False,True,96
20,10.3,62,2.0,1749,3.3,0.0,0.0,0.0,1,1,4,6,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,False,True,False,False,297
3,14.9,57,1.1,2000,6.4,0.0,0.0,0.0,1,1,9,3,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,True,False,False,False,178
10,14.7,62,2.9,684,7.4,1.59,0.0,0.0,1,1,3,2,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,True,False,False,494
16,2.6,32,1.0,1381,-12.4,0.27,0.0,0.0,1,1,1,6,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,False,False,False,True,333
17,8.7,42,1.7,1576,-3.5,0.18,0.0,0.0,1,1,11,6,1,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,True,False,False,False,1039
21,14.6,66,4.0,2000,8.3,0.0,0.0,0.0,1,1,10,0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,True,False,False,False,1777
20,21.9,65,2.5,1986,15.0,0.0,0.0,0.0,1,1,9,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,2232
17,23.9,65,1.9,1425,16.9,1.02,0.0,0.0,1,1,5,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,False,True,False,False,2022
16,7.6,18,3.2,1930,-15.2,1.73,0.0,0.0,1,1,2,6,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,False,False,False,True,688
5,-11.5,51,3.3,1996,-19.6,0.0,0.0,0.0,1,1,2,6,1,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,False,False,False,True,21
23,22.9,81,0.9,1550,19.4,0.0,0.0,0.0,1,1,9,5,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,True,False,False,False,1210
3,3.5,38,1.6,907,-9.5,0.0,0.0,0.0,1,1,11,2,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,True,False,False,False,167
14,20.6,31,1.4,1562,2.8,1.7,0.0,0.0,1,1,10,3,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,True,False,False,False,1192
2,10.2,90,2.2,490,8.6,0.0,0.9,0.0,1,1,4,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,21
22,28.8,76,2.8,1231,24.1,0.0,0.0,0.0,1,1,7,2,0,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1767
1,21.5,83,1.3,345,18.4,0.0,0.0,0.0,1,1,6,6,1,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,False,False,True,False,545
9,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,1,1,1,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,False,False,False,True,376
16,24.7,47,3.0,1594,12.6,2.44,0.0,0.0,1,1,5,2,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,False,True,False,False,1571
17,33.0,46,3.1,1926,19.8,1.89,0.0,0.0,1,1,7,0,0,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1425
18,26.7,48,1.0,2000,14.7,0.53,0.0,0.0,1,1,7,6,1,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,False,False,True,False,2351
22,22.4,95,4.1,222,21.5,0.0,0.0,0.0,1,1,6,1,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,False,False,True,False,443
21,27.8,72,2.0,2000,22.2,0.0,0.1,0.0,1,1,8,3,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,False,False,True,False,189
3,19.7,70,0.5,2000,14.0,0.0,0.0,0.0,1,0,9,2,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,True,False,False,False,0
14,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,1,1,12,0,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,False,False,False,True,253
5,19.1,83,2.0,457,16.1,0.0,0.0,0.0,1,1,6,2,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,False,False,True,False,336
23,10.2,58,2.4,2000,2.2,0.0,0.0,0.0,1,1,4,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,False,True,False,False,668
11,19.0,67,1.9,1062,12.7,0.52,0.0,0.0,1,1,4,1,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,False,True,False,False,696
0,25.7,85,0.4,1519,22.9,0.0,0.0,0.0,1,1,7,5,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1169
12,28.3,68,1.9,1546,21.8,1.35,0.0,0.0,1,1,7,4,0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1013
4,9.5,94,1.2,2000,8.5,0.0,0.5,0.0,1,1,4,1,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,False,True,False,False,34
8,25.8,69,0.8,969,19.6,1.06,0.0,0.0,1,1,7,1,0,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,False,False,True,False,1955
15,39.3,37,2.3,1892,21.9,2.82,0.0,0.0,1,1,8,2,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,False,False,True,False,531
7,1.4,43,1.5,2000,-9.8,0.0,0.0,0.0,1,1,3,2,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,True,False,False,605
15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,1,1,12,2,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,False,False,False,True,240
11,23.6,63,0.7,523,16.1,0.93,0.0,0.0,1,1,6,6,1,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,False,False,True,False,1146
6,21.9,97,0.2,190,21.3,0.0,4.5,0.0,1,1,6,4,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,False,False,True,False,308
19,20.9,97,1.0,1747,20.3,0.19,0.0,0.0,1,1,6,3,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,False,False,True,False,944
16,16.0,37,1.9,984,1.2,0.94,0.0,0.0,1,1,11,5,1,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,True,False,False,False,1263
20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,1,1,1,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,False,False,True,197
18,34.6,50,3.1,1821,22.6,1.0,0.0,0.0,1,1,8,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,False,False,True,False,2274
2,29.0,60,1.4,2000,20.4,0.0,0.0,0.0,1,1,8,6,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,False,False,True,False,554
16,-3.3,24,3.5,2000,-21.0,0.54,0.0,0.0,1,1,12,5,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,False,False,False,True,258
21,0.1,67,2.5,1451,-5.3,0.0,0.0,0.0,0,1,2,4,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,False,False,False,True,114
3,6.5,69,0.3,1981,1.2,0.0,0.0,0.0,1,1,10,4,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,True,False,False,False,225
4,10.6,77,0.9,422,6.7,0.0,0.0,0.0,1,1,3,2,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,True,False,False,104
7,10.2,68,0.4,1493,4.5,0.0,0.0,0.0,1,1,10,1,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1216
2,-8.3,65,0.4,1750,-13.7,0.0,0.0,0.0,1,1,2,3,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,103
11,0.1,27,2.2,1874,-16.7,0.84,0.0,0.0,0,1,1,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,False,False,False,True,169
17,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,1,1,5,4,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,False,True,False,False,1863
17,30.8,52,2.3,1953,19.8,1.49,0.0,0.0,1,1,8,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1663
22,13.5,87,2.2,433,11.3,0.0,0.0,0.0,1,1,5,6,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,False,True,False,False,1155
2,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,1,1,12,2,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,False,False,False,True,120
22,13.5,71,1.7,1711,8.3,0.0,0.0,0.0,1,1,10,6,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,True,False,False,False,1029
8,22.1,74,1.0,1479,17.2,0.77,0.0,0.0,1,1,8,6,1,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,False,False,True,False,566
8,10.4,65,0.8,979,4.0,0.41,0.0,0.0,1,1,3,5,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,True,False,False,489
6,0.6,50,0.4,985,-8.6,0.0,0.0,0.0,1,1,2,1,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,False,False,False,True,183
0,21.0,70,0.9,2000,15.3,0.0,0.0,0.0,1,1,6,4,0,0.0,1.0,1.2246467991473532e-16,-1.0,False,False,True,False,986
